FIGHTER_NAME,WINS,LOSSES,DRAWS,NO_CONTESTS,HEIGHT_CM,WEIGHT_KG,REACH_CM,STANCE,BIRTHDAY,SLPM,STR_ACC,SAPM,STR_DEF,TD_AVG,TD_ACC,TD_DEF,SUB_AVG,URL
"Vitaly Minakov",20,0,0,0,187.96,112.944408,,,1985-02-06,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/56c975c4a2b357a5"
"Darrick Minner",26,14,0,0,170.18,65.770840,175.26,Orthodox,1990-04-28,2.63,65,2.28,35,2.40,72,66,2.7,"http://ufcstats.com/fighter-details/34e516ab361afb1c"
"Mike Minniger",0,0,0,0,,,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/c8aa3541bec4042e"
"Ikuhisa Minowa",60,42,8,0,175.26,82.100152,,Orthodox,1976-01-12,0.88,40,1.66,49,1.82,41,5,1.9,"http://ufcstats.com/fighter-details/ce6065baef021cf3"
"Carlton Minus",10,3,0,1,177.80,77.110640,190.50,Orthodox,1993-04-26,3.50,40,4.97,50,0.00,0,58,0.0,"http://ufcstats.com/fighter-details/40d8b74488743800"
"Stipe Miocic",20,4,0,0,193.04,108.862080,203.20,Orthodox,1982-08-19,4.82,53,3.82,54,1.86,34,68,0.0,"http://ufcstats.com/fighter-details/d28dee5c705991df"
"Frank Mir",18,11,0,0,190.50,119.748288,200.66,Southpaw,1979-05-24,2.18,47,3.84,38,2.02,40,54,2.0,"http://ufcstats.com/fighter-details/1ff9589f9065a9ed"
"Juan Miranda",7,5,0,0,,70.306760,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/be8ad887e4d674b0"
"Mario Miranda",14,7,0,0,190.50,83.914520,187.96,Orthodox,1979-07-12,1.96,54,2.46,36,1.02,60,54,0.0,"http://ufcstats.com/fighter-details/df2bf09c99594848"
"Vitor Miranda",12,5,0,0,185.42,83.914520,195.58,Orthodox,1979-03-10,2.98,45,2.95,58,0.95,55,50,0.2,"http://ufcstats.com/fighter-details/4bcb6eb12b4ad4aa"
"Gabriel Miranda",17,6,0,0,180.34,65.770840,180.34,Orthodox,1990-03-25,3.52,51,6.88,39,4.80,40,0,2.4,"http://ufcstats.com/fighter-details/b909a9a9688b5284"
"Damir Mirenic",9,4,0,0,182.88,83.914520,,Orthodox,1974-08-02,0.84,50,9.86,35,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/992c82450d96f726"
"Kazuo Misaki",25,11,2,1,172.72,83.007336,,Orthodox,1976-04-25,2.85,40,2.74,63,0.72,38,51,0.6,"http://ufcstats.com/fighter-details/5e7a28f20927d64a"
"Toby Misech",9,5,0,0,172.72,65.770840,,Southpaw,1988-03-07,3.27,40,7.73,46,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/3f87218a7aca84c4"
"Dokonjonosuke Mishima",21,7,2,0,170.18,70.306760,,Southpaw,1972-04-19,1.06,41,1.22,52,2.47,40,25,1.4,"http://ufcstats.com/fighter-details/b14a68c533f4a4aa"
"Felix Lee Mitchell",2,7,0,0,,,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/6cbb7661c3258617"
"David Mitchell",22,7,0,0,182.88,77.110640,190.50,Orthodox,1979-10-24,1.74,32,2.06,55,0.66,50,29,2.0,"http://ufcstats.com/fighter-details/8f3df4c579cfbb69"
"Danny Mitchell",19,9,1,0,187.96,77.110640,,Orthodox,1986-08-08,2.53,49,2.53,52,0.00,0,100,3.0,"http://ufcstats.com/fighter-details/c06d554ce1713fd3"
"Brad Mitchell",4,2,0,1,180.34,65.770840,,,1974-10-10,1.15,33,4.20,52,0.00,0,100,1.9,"http://ufcstats.com/fighter-details/7263e0dc082adc87"
"Clay Mitchell",1,2,0,0,187.96,83.914520,,,,1.63,85,0.00,0,0.00,0,100,4.1,"http://ufcstats.com/fighter-details/3d960455f880bb25"
"Bryce Mitchell",16,3,0,0,177.80,65.770840,177.80,Southpaw,1994-10-04,2.30,58,1.63,58,3.45,41,33,1.6,"http://ufcstats.com/fighter-details/d9c6f19f958643e9"
"Maurice Mitchell",11,2,0,0,175.26,65.770840,,Orthodox,1987-06-29,3.80,55,3.54,60,0.00,0,100,0.0,"http://ufcstats.com/fighter-details/568bebed6366b667"
"Terrence Mitchell",14,4,0,0,177.80,61.234920,187.96,Orthodox,1989-12-30,2.21,34,8.85,41,3.69,50,0,0.0,"http://ufcstats.com/fighter-details/f3ca6908f78efebe"
"Roman Mitichyan",8,3,0,0,177.80,77.110640,,Orthodox,1978-09-04,0.26,16,2.70,43,1.93,100,25,1.9,"http://ufcstats.com/fighter-details/2961be02cfb0d2c1"
"Matt Mitrione",12,5,0,0,190.50,120.201880,208.28,Switch,1978-07-15,3.55,50,2.79,64,0.00,0,55,0.7,"http://ufcstats.com/fighter-details/ba280572acfba13f"
"Eiji Mitsuoka",18,9,2,0,170.18,65.770840,,Southpaw,1976-01-01,1.49,49,2.26,45,2.30,36,20,1.6,"http://ufcstats.com/fighter-details/2b4faacc16d66898"
"Hiromitsu Miura",12,7,0,0,175.26,77.110640,180.34,Orthodox,1981-09-22,2.12,34,2.12,58,2.23,50,69,0.6,"http://ufcstats.com/fighter-details/509697e08673d2e5"
JonathanMix,7,4,0,0,182.88,76.203456,,,1980-11-09,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/f64e4ecd214c6378"
"Tomoya Miyashita",17,9,7,0,170.18,63.049288,,Southpaw,,1.67,65,0.93,33,4.00,80,0,2.0,"http://ufcstats.com/fighter-details/c9885b1b7c7055a0"
"Kazuyuki Miyata",15,9,0,0,172.72,63.049288,,Orthodox,,2.04,52,1.82,63,4.31,46,68,0.0,"http://ufcstats.com/fighter-details/af70d268e5352186"
"Motoki Miyazawa",7,3,0,0,180.34,76.203456,,Southpaw,,1.23,28,3.91,61,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/9649d75defe0dedb"
"Takeya Mizugaki",21,11,2,0,170.18,61.234920,175.26,Orthodox,1983-12-16,3.37,37,3.27,57,1.46,57,70,0.1,"http://ufcstats.com/fighter-details/48e093ea1f43a053"
Mizuki,15,6,0,0,160.02,52.163080,165.10,Orthodox,1994-08-19,4.56,50,5.62,48,0.33,14,85,0.0,"http://ufcstats.com/fighter-details/43a59ce3bb40449e"
"Tatsuya Mizuno",16,12,1,0,185.42,92.986360,,Southpaw,1981-06-02,2.25,37,3.52,53,1.19,25,40,3.6,"http://ufcstats.com/fighter-details/478c8706bdb92440"
"Roxanne Modafferi",25,21,0,0,170.18,56.699000,175.26,Orthodox,1982-09-24,3.35,30,5.70,51,1.35,23,30,0.1,"http://ufcstats.com/fighter-details/4498b382c65a7faa"
"Bobby Moffett",13,5,0,1,177.80,65.770840,185.42,Orthodox,1990-06-01,3.41,39,3.15,61,2.74,66,66,1.4,"http://ufcstats.com/fighter-details/d76ad9a08c4408ff"
"Bronson Mohika",1,1,0,0,,61.234920,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/65239fccecd03404"
"Nate Mohr",9,7,0,0,175.26,70.306760,182.88,Orthodox,1983-03-03,3.79,41,2.50,74,0.45,50,71,0.0,"http://ufcstats.com/fighter-details/04c15b52c3cc1cab"
"Renato Moicano",18,5,1,0,180.34,70.306760,182.88,Orthodox,1989-05-21,4.41,47,3.80,60,1.80,47,72,0.6,"http://ufcstats.com/fighter-details/b6452706b373eea1"
"Thiago Moises",18,7,0,0,175.26,70.306760,177.80,Orthodox,1995-03-23,2.47,40,4.19,55,1.64,44,56,1.3,"http://ufcstats.com/fighter-details/d945aae53e3e54e6"
"Muhammad Mokaev",12,0,0,1,170.18,56.699000,177.80,Orthodox,2000-07-30,1.53,48,1.36,57,5.75,41,0,1.0,"http://ufcstats.com/fighter-details/75353550928a7921"
"Ashkan Mokhtarian",13,3,0,0,167.64,56.699000,170.18,Southpaw,1985-09-15,1.95,43,3.66,43,0.54,16,33,0.0,"http://ufcstats.com/fighter-details/e9bc5748e6a76bb6"
"Suman Mokhtarian",8,5,0,0,172.72,65.770840,182.88,Orthodox,1992-06-13,2.21,43,6.85,48,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/192520689012c7e4"
"Dan Molina",13,9,0,0,177.80,97.975872,,,1984-06-14,0.00,0,5.58,60,0.00,0,0,20.9,"http://ufcstats.com/fighter-details/606136dee6f6ecea"
"Jeff Molina",11,2,0,0,167.64,56.699000,175.26,Orthodox,1997-07-17,7.25,48,5.04,55,0.00,0,66,0.0,"http://ufcstats.com/fighter-details/008ea710276c9606"
"Rudyard Moncayo",0,3,0,0,177.80,88.450440,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/02d276b7d62b3472"
"Hidetaka Monma",18,11,4,0,182.88,76.203456,,Orthodox,1973-10-23,1.67,25,9.76,34,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/a8e133139286df84"
"Jeff Monson",60,26,1,0,175.26,112.037224,187.96,Orthodox,1971-01-18,0.97,30,2.87,59,1.06,12,66,0.7,"http://ufcstats.com/fighter-details/cbfd1d34356a004c"
"Darrell Montague",13,5,0,0,167.64,56.699000,170.18,Southpaw,1987-11-03,1.92,25,5.38,52,0.72,25,33,1.4,"http://ufcstats.com/fighter-details/bffeb123b21c9aad"
"Andrew Montanez",9,12,1,0,,83.914520,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/72c9c2eadfc3277e"
"Augusto Montano",15,3,0,0,185.42,77.110640,185.42,Orthodox,1984-10-25,3.46,46,2.66,56,0.00,0,66,0.0,"http://ufcstats.com/fighter-details/94508d80e1f885fc"
"Erick Montano",7,5,0,0,182.88,77.110640,185.42,Orthodox,1985-11-19,2.79,44,2.06,64,2.29,36,66,0.0,"http://ufcstats.com/fighter-details/8163cd7de0342652"
"Nicco Montano",5,3,0,0,165.10,61.234920,165.10,Southpaw,1988-12-16,5.60,41,4.43,64,2.25,54,69,0.4,"http://ufcstats.com/fighter-details/1de9ad94de18eeaf"
"Alberto Montes",4,0,0,0,170.18,61.234920,,,1994-05-31,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/a112097ad877a48f"
"Steve Montgomery",9,5,0,0,193.04,83.914520,,Southpaw,1990-12-19,4.85,39,4.12,47,0.00,0,64,0.0,"http://ufcstats.com/fighter-details/6e92eb1242b46636"
"James Moontasri",9,5,0,0,177.80,77.110640,180.34,Switch,1988-04-10,2.39,48,3.86,40,0.00,0,79,0.2,"http://ufcstats.com/fighter-details/c06a9b48d4132c8e"
"Homer Moore",26,9,2,0,177.80,92.986360,,Orthodox,1971-11-27,0.68,50,0.68,0,5.07,66,0,0.0,"http://ufcstats.com/fighter-details/e56df3c1d8b4b1cc"
"Todd Moore",16,7,0,0,175.26,77.110640,180.34,Southpaw,1983-12-30,1.83,26,2.30,57,0.78,14,54,0.0,"http://ufcstats.com/fighter-details/e31502e3f79d00c5"
"Nate Moore",8,4,0,0,182.88,77.110640,,,,2.21,25,2.87,42,1.23,16,25,0.0,"http://ufcstats.com/fighter-details/518e5202a91980d4"
"Dustin Moore",0,2,0,0,162.56,56.699000,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/831de97afe326478"
"Taylor Moore",10,5,0,0,177.80,61.234920,177.80,Southpaw,1993-10-16,0.20,75,2.07,42,0.00,0,25,0.0,"http://ufcstats.com/fighter-details/26927dab41dbd5fc"
"Sergio Moraes",14,6,1,0,182.88,77.110640,182.88,Orthodox,1982-07-23,2.42,42,3.73,59,1.20,38,75,0.4,"http://ufcstats.com/fighter-details/1bcaac2d99b90fce"
"Marlon Moraes",23,10,1,0,167.64,61.234920,170.18,Orthodox,1988-04-26,3.37,40,4.53,54,0.87,41,46,0.3,"http://ufcstats.com/fighter-details/fea79f9bc8c68769"
"Sheymon Moraes",11,4,0,0,172.72,65.770840,182.88,Orthodox,1990-10-11,3.00,42,3.64,63,0.00,0,53,0.0,"http://ufcstats.com/fighter-details/0d62719b1dcf7c40"
"John Moraga",19,7,0,0,167.64,56.699000,167.64,Orthodox,1984-03-20,2.57,43,2.55,56,0.62,23,44,1.1,"http://ufcstats.com/fighter-details/92437c6775b3f7d1"
"Ricardo Morais",10,4,1,0,203.20,122.469840,,Orthodox,1967-02-26,2.86,37,2.39,53,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/2dc7f1762dc0a7ef"
"Leonardo Morales",6,2,0,0,172.72,61.234920,,Southpaw,1992-12-22,2.05,47,2.05,58,0.00,0,62,0.0,"http://ufcstats.com/fighter-details/45230be0641f3f53"
"Albert Morales",7,4,1,0,175.26,61.234920,182.88,Orthodox,1991-05-25,3.81,35,3.96,56,0.91,35,70,0.2,"http://ufcstats.com/fighter-details/544d7460b3e44393"
"Joseph Morales",9,2,0,0,167.64,56.699000,175.26,Switch,1994-08-22,1.58,37,1.72,60,0.53,50,23,2.6,"http://ufcstats.com/fighter-details/2fe9032955c2e013"
"Vince Morales",11,7,0,0,175.26,61.234920,177.80,Orthodox,1990-11-12,4.17,37,4.24,53,0.14,25,64,0.0,"http://ufcstats.com/fighter-details/37098a6e6c27fb66"
"Omar Morales",11,4,0,0,180.34,70.306760,185.42,Orthodox,1985-10-17,3.42,40,3.18,58,0.46,100,63,0.0,"http://ufcstats.com/fighter-details/a0e6753c42698f13"
"Michael Morales",16,0,0,0,182.88,77.110640,200.66,Orthodox,1999-06-24,5.28,46,3.60,52,1.24,41,91,0.0,"http://ufcstats.com/fighter-details/c32aeb1a59e6272d"
"Sarah Moras",6,8,0,0,170.18,61.234920,170.18,Orthodox,1988-04-30,2.28,34,3.58,50,0.67,21,33,0.8,"http://ufcstats.com/fighter-details/539ed332b3078821"
"Christian Morecraft",8,3,0,0,198.12,117.933920,205.74,Orthodox,1986-09-08,2.82,34,2.46,46,3.26,66,50,2.2,"http://ufcstats.com/fighter-details/80779d7441af1b52"
"Joe Moreira",2,2,0,0,180.34,88.450440,,Southpaw,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/df85d6ec3493d120"
"Richardson Moreira",7,4,0,0,187.96,83.914520,,Orthodox,1984-03-31,1.17,28,1.83,67,0.00,0,100,0.0,"http://ufcstats.com/fighter-details/9147679e1a4ad4a3"
"Gisele Moreira",8,3,0,0,167.64,61.234920,,Orthodox,1981-01-14,5.93,42,6.33,48,4.00,57,0,0.0,"http://ufcstats.com/fighter-details/6a125ba3ec37e27e"
"Vinicius Moreira",9,5,0,0,193.04,92.986360,193.04,Orthodox,1989-02-28,3.15,59,5.07,43,1.97,18,0,1.3,"http://ufcstats.com/fighter-details/acb36c908d415c4a"
"Jesse Moreng",9,1,0,0,170.18,65.770840,,Orthodox,1979-11-09,1.26,40,2.08,48,5.56,100,100,0.0,"http://ufcstats.com/fighter-details/2e2cdb6e9eb84bb9"
"Brandon Moreno",21,8,2,0,170.18,56.699000,177.80,Orthodox,1993-12-07,3.87,44,3.63,59,1.74,46,63,0.5,"http://ufcstats.com/fighter-details/792be9a24df82ed6"
"Mike Moreno",6,5,0,0,182.88,83.914520,,,,1.27,51,1.07,58,0.00,0,44,0.0,"http://ufcstats.com/fighter-details/bb2eee4fb3259c01"
"Dan Moret",13,6,0,0,182.88,70.306760,185.42,Southpaw,1986-11-21,2.67,43,3.56,43,1.25,27,45,0.4,"http://ufcstats.com/fighter-details/66e98b3bb5fc5250"
"Sammy Morgan",18,12,0,0,177.80,77.110640,,Orthodox,1981-09-28,1.05,22,3.74,40,1.43,20,0,0.5,"http://ufcstats.com/fighter-details/2067a177a2842fbf"
"Peggy Morgan",4,4,0,0,185.42,61.234920,,,1979-12-16,2.27,23,8.20,33,0.00,0,50,0.0,"http://ufcstats.com/fighter-details/92b36014314b028b"
"Alexander Morgan",11,5,0,0,177.80,65.770840,180.34,Orthodox,1991-05-14,3.71,44,2.78,47,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/938ea36fe9c269f0"
"Alex Morono",23,9,0,1,180.34,77.110640,182.88,Orthodox,1990-08-16,5.02,41,4.17,58,0.34,22,50,0.3,"http://ufcstats.com/fighter-details/cdb96af67d096b1e"
"Maryna Moroz",11,6,0,0,170.18,56.699000,170.18,Orthodox,1991-09-08,4.42,33,4.89,51,0.70,24,42,0.6,"http://ufcstats.com/fighter-details/b4192a975027aab6"
"Sergey Morozov",19,5,0,0,167.64,61.234920,170.18,Orthodox,1989-06-14,3.01,43,2.97,61,3.63,31,68,0.0,"http://ufcstats.com/fighter-details/2f6a993c7f547c13"
"Brad Morris",10,6,0,0,187.96,92.986360,,Orthodox,1979-11-01,0.50,62,6.95,27,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/6803d4d6908354ac"
"Scott Morris",2,1,0,0,177.80,95.254320,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/be9d259be012e8a4"
"Anthony Morrison",20,12,0,1,170.18,65.770840,,Orthodox,1984-03-29,1.70,33,0.49,80,0.00,0,50,0.0,"http://ufcstats.com/fighter-details/dab0e6cb8c932162"
"Jack Morrison",0,3,0,0,180.34,92.986360,,,,0.00,0,19.31,40,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/38fccd44d669bb2f"
"Harry Moskowitz",6,12,0,0,195.58,124.737800,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/4dc496aa0cfc0d95"
"Carlos Mota",8,2,0,0,162.56,56.699000,175.26,Orthodox,1995-04-15,0.80,41,1.13,54,0.00,0,50,1.0,"http://ufcstats.com/fighter-details/b15862fcd6ded451"
"Juan Mott",3,4,0,0,182.88,86.182480,,Switch,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/5da4e8dc02e50ac0"
"Nikolas Motta",14,5,0,1,175.26,70.306760,177.80,Orthodox,1993-02-08,3.08,33,4.78,51,0.00,0,82,0.0,"http://ufcstats.com/fighter-details/37f560436d745c18"
"Flavio Luiz Moura",19,7,0,0,180.34,83.007336,,"Open Stance",,0.67,16,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/ab35634d1a8c7a11"
"Eduarda Moura",10,0,0,0,167.64,52.163080,167.64,Orthodox,1994-02-28,5.61,67,0.45,80,5.34,100,0,1.3,"http://ufcstats.com/fighter-details/de594b35c45c2e9a"
"Gegard Mousasi",42,6,2,0,187.96,83.914520,193.04,Orthodox,1985-08-01,3.75,50,1.21,68,1.59,60,59,1.1,"http://ufcstats.com/fighter-details/232c582f29f8f65e"
"Kris Moutinho",9,6,0,0,170.18,61.234920,172.72,Southpaw,1992-08-09,4.86,32,15.48,28,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/9c27f3217891f3f0"
"Kin Moy",8,3,0,0,165.10,61.234920,,,,2.30,33,1.93,62,1.67,42,50,1.7,"http://ufcstats.com/fighter-details/ae922e7d9e852d7a"
"Jamie Moyle",4,3,0,0,154.94,52.163080,165.10,Orthodox,1989-03-17,4.51,51,4.00,65,1.00,21,50,0.0,"http://ufcstats.com/fighter-details/882d62561063a927"
"Askar Mozharov",19,13,0,0,190.50,92.986360,187.96,Orthodox,1994-10-26,0.43,18,4.07,13,0.00,0,33,0.0,"http://ufcstats.com/fighter-details/e92901944ce91909"
"Garrett Mueller",3,3,0,0,175.26,61.234920,,,1989-01-29,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/d0c325dfefdde31f"
"Lauren Mueller",5,3,0,0,165.10,56.699000,170.18,Orthodox,1991-11-15,4.08,41,3.77,58,0.70,50,71,0.0,"http://ufcstats.com/fighter-details/f923e012414c883e"
"Belal Muhammad",23,3,0,1,180.34,77.110640,182.88,Orthodox,1988-07-09,4.55,43,3.64,57,1.98,35,93,0.2,"http://ufcstats.com/fighter-details/b1b0729d27936f2f"
"Fazlo Mulabitinovic",4,2,0,0,,61.234920,,,,0.54,16,0.00,100,0.00,0,0,8.0,"http://ufcstats.com/fighter-details/2252b2c892397f0d"
"Quinn Mulhern",18,4,0,0,190.50,70.306760,,Orthodox,1984-09-20,1.48,28,2.09,51,1.36,20,33,0.0,"http://ufcstats.com/fighter-details/16af2d5a6f28bee2"
"James Mulheron",11,2,0,0,177.80,110.222856,185.42,Orthodox,1988-02-20,2.40,31,3.47,42,0.00,0,25,0.0,"http://ufcstats.com/fighter-details/8d5350fa18b79e9a"
"Jamie Mullarkey",17,7,0,0,182.88,70.306760,187.96,Orthodox,1994-08-17,4.46,46,4.49,54,2.42,34,76,0.1,"http://ufcstats.com/fighter-details/af9f42e6894047fc"
"Jim Mullen",0,2,0,0,185.42,97.522280,,Southpaw,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/1a49e0670dfaca31"
"Pedro Munhoz",20,9,0,2,167.64,61.234920,165.10,Orthodox,1986-09-07,5.32,43,6.23,56,0.51,18,82,0.5,"http://ufcstats.com/fighter-details/6bd02119599741a4"
"Andre Muniz",24,6,0,0,185.42,83.914520,198.12,Southpaw,1990-02-17,1.97,50,1.99,54,4.23,50,35,1.2,"http://ufcstats.com/fighter-details/886264a0c9f4ea5e"
"Mark Munoz",14,6,0,0,182.88,83.914520,180.34,Orthodox,1978-02-09,3.12,51,2.26,57,3.17,29,57,0.6,"http://ufcstats.com/fighter-details/179f1948dc234f1f"
"Alexander Munoz",7,2,0,0,175.26,70.306760,182.88,Switch,1990-02-27,3.70,42,4.73,55,3.00,40,100,0.0,"http://ufcstats.com/fighter-details/f8f1ec513bcfef43"
"Johnny Munoz",12,4,0,0,175.26,61.234920,180.34,Orthodox,1993-02-16,2.44,36,2.66,55,2.40,25,45,1.8,"http://ufcstats.com/fighter-details/f6bcbd91b114ff58"
"Andy Murad",15,2,0,0,175.26,83.914520,,,,2.60,76,2.87,32,1.00,20,42,0.0,"http://ufcstats.com/fighter-details/fd0b4e3eb18eafb7"
"Olivier Murad",6,0,0,0,177.80,65.770840,182.88,Southpaw,1993-12-21,2.60,36,2.20,61,1.00,100,55,0.0,"http://ufcstats.com/fighter-details/c3dd69333eb8085a"
"Makhmud Muradov",26,8,0,1,187.96,83.914520,190.50,Orthodox,1990-02-08,4.21,43,2.57,61,3.03,66,77,0.2,"http://ufcstats.com/fighter-details/ea7e5bc78d9de658"
"Kazunari Murakami",5,5,0,0,185.42,99.790240,,Orthodox,1973-11-29,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/cfbccfed4e4796fe"
"Ryuichi Murata",8,3,1,0,172.72,83.007336,,Orthodox,,0.84,36,1.89,50,4.74,50,100,3.2,"http://ufcstats.com/fighter-details/e3a6c6d6d0ac0815"
"Kanako Murata",12,3,0,0,154.94,52.163080,157.48,Orthodox,1993-08-10,2.15,56,2.40,53,3.38,56,100,0.8,"http://ufcstats.com/fighter-details/e0b0cf71e0d69dd0"
"Ailiya Muratbek",9,2,0,0,,70.306760,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/9b6dcc335ad03696"
"Vince Murdock",12,4,0,1,167.64,65.770840,162.56,Orthodox,1991-03-21,1.21,21,7.17,40,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/4b90384d7c3519b8"
"Samandar Murodov",8,0,0,0,185.42,77.110640,190.50,Orthodox,1999-08-28,3.41,80,0.80,0,3.01,100,0,3.0,"http://ufcstats.com/fighter-details/6f4d199c0adc06f5"
"Tom Murphy",8,0,0,0,187.96,102.965384,,Southpaw,1974-11-19,2.50,71,0.17,84,7.51,85,0,2.5,"http://ufcstats.com/fighter-details/62918a2118de08b2"
"Ian Murphy",1,1,0,0,185.42,83.914520,,Orthodox,1985-06-14,0.00,0,1.93,30,4.13,100,0,0.0,"http://ufcstats.com/fighter-details/de25520d54eab12d"
"Jon Murphy",6,4,0,0,190.50,117.933920,,Orthodox,1977-08-09,3.93,66,8.85,43,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/1b5c146ee7b86e34"
"Lauren Murphy",16,6,0,0,165.10,56.699000,170.18,Orthodox,1983-07-27,4.05,39,5.25,55,1.03,25,69,0.1,"http://ufcstats.com/fighter-details/729d4bd5a6cd0a97"
"Patrick Murphy",5,3,0,0,182.88,77.110640,,,,3.40,66,0.80,42,0.00,0,50,1.0,"http://ufcstats.com/fighter-details/eca7e064746c161a"
"Lerone Murphy",13,0,1,0,175.26,65.770840,185.42,Orthodox,1991-07-22,3.65,50,2.40,56,1.29,46,46,0.9,"http://ufcstats.com/fighter-details/396fe87b84ac2e1c"
"Lee Murray",8,2,1,1,190.50,83.914520,,Orthodox,1977-09-12,0.36,15,3.28,32,0.90,100,42,1.8,"http://ufcstats.com/fighter-details/32016899d0a222a3"
"Jesse Murray",8,4,0,0,190.50,92.986360,198.12,Orthodox,1993-01-26,2.38,28,7.72,43,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/d0147e906106cd2e"
"Khalid Murtazaliev",14,2,0,0,182.88,83.914520,193.04,Orthodox,1993-07-15,4.80,69,0.40,78,7.50,100,33,0.0,"http://ufcstats.com/fighter-details/231cae8b77fbbcc1"
"Azamat Murzakanov",13,0,0,0,177.80,92.986360,180.34,Southpaw,1989-04-12,4.57,57,3.12,57,0.75,16,83,0.0,"http://ufcstats.com/fighter-details/e90a2f22417af68e"
"Nicholas Musoke",13,5,0,1,182.88,77.110640,190.50,Orthodox,1986-04-05,3.56,35,3.80,57,1.16,19,82,0.2,"http://ufcstats.com/fighter-details/8b5f9ea38184ded3"
"Andre Mussi",11,5,0,0,190.50,109.769264,,Orthodox,,0.00,0,10.59,35,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/d0d43cb9b14f231c"
"Magomed Mustafaev",14,4,0,0,172.72,70.306760,180.34,Orthodox,1988-08-02,2.59,58,2.68,41,3.31,50,23,0.4,"http://ufcstats.com/fighter-details/31d7446b184e3305"
"Max Mustaki",6,3,0,0,182.88,70.306760,,Orthodox,1987-11-07,8.20,50,13.00,45,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/f4c40f8a64d3151d"
"Elvis Mutapcic",15,6,1,0,182.88,83.914520,182.88,Orthodox,1986-07-19,3.41,40,4.27,38,0.00,0,81,0.0,"http://ufcstats.com/fighter-details/28c55b4087a6f136"
"Fiona Muxlow",6,3,0,0,162.56,65.770840,,,1977-05-13,1.44,27,5.45,34,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/062e57ca1a3c95a8"
"Ho Bae Myeon",13,5,1,0,180.34,76.203456,,Orthodox,,3.16,16,3.16,83,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/2719f300b0439039"
"Katsuhiko Nagata",6,7,3,0,170.18,69.853168,,Southpaw,1973-10-31,1.05,19,1.50,63,0.98,28,28,0.0,"http://ufcstats.com/fighter-details/d5ae8074631762fc"
"Yuji Nagata",0,2,0,0,182.88,102.058200,,Orthodox,1968-04-24,1.45,40,14.46,4,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/e49c2db95e572dc8"
"Greg Nagy",1,3,0,0,185.42,95.254320,,Orthodox,1983-10-18,0.41,50,2.69,37,0.00,0,0,1.2,"http://ufcstats.com/fighter-details/342422bb6ced1e8d"
"Logan Nail",1,1,0,0,,83.914520,,,1989-06-20,1.93,51,2.27,39,0.00,0,37,0.0,"http://ufcstats.com/fighter-details/47e0b5833e6bc91a"
"Muhammad Naimov",11,2,0,0,175.26,65.770840,177.80,Orthodox,1994-08-07,3.33,46,4.57,41,1.94,33,57,0.0,"http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7"
